,num_suppressed_records,num_records,max_group_size,avg_group_size,k,l,t,perc_recs,c_avg,bagging_acc,random_forest_acc,boosting_acc,bagging_auc,random_forest_auc,boosting_auc,bagging_prec,random_forest_prec,boosting_prec,bagging_recl,random_forest_recl,boosting_recl,bagging_f1,random_forest_f1,boosting_f1
"k: 50, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",3196,29365,2997,407.84722222222223,50,2,0.4292490286828785,0.9018457664076656,8.156944444444445,0.8280203918678214,0.8192985688839752,0.8322584607825072,0.639487487822794,0.6239900211207484,0.6598619529823413,0.9653024911032029,0.9312977099236641,0.8852798894263995,0.28211128445137806,0.25377015080603227,0.3330733229329173,0.43661971830985913,0.3988557417245607,0.4840355186094842
"k: 50, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",3636,28925,2754,396.2328767123288,54,2,0.6336928002008662,0.8883326679156046,7.337645865043125,0.8291259750629568,0.8225538971807629,0.8329955162459308,0.6446112609281212,0.6343823451369901,0.6731853061818491,0.9418604651162791,0.905852417302799,0.8274259151656014,0.2948517940717629,0.27769110764430577,0.3702548101924077,0.44910891089108906,0.4250746268656716,0.5115861325669121
"k: 50, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",3472,29089,2716,334.35632183908046,50,2,0.6405207241442734,0.8933693682626455,6.687126436781609,0.82943308150605,0.8258092254775505,0.8387076960874639,0.6451714908162068,0.6435175235718718,0.6749492368114507,0.9428334714167357,0.8939157566302652,0.88510101010101,0.2958918356734269,0.29797191887675506,0.36453458138325534,0.45042548980803476,0.44695787831513256,0.516390423572744
"k: 50, clustering: agglomerative,  embedding: text-embedding-3-large",2926,29635,2544,429.4927536231884,50,2,0.35667925274750845,0.910137895027794,8.589855072463768,0.8291873963515755,0.8183158282660771,0.8321970394938886,0.6423167710785633,0.6205629962231058,0.6553319382473731,0.9626411815812337,0.9431137724550899,0.9132047477744807,0.2880915236609464,0.24570982839313574,0.3200728029121165,0.44346607964778867,0.38985148514851486,0.4740084713130535
"k: 50, clustering: agglomerative,  embedding: text-embedding-3-small",3712,28849,1602,365.17721518987344,53,2,0.5245564918214891,0.8859985872669758,6.890136135657989,0.8285117621767705,0.8227381610466188,0.8377863767581843,0.6456459078628526,0.6354907296412484,0.6767705955524107,0.9229534510433387,0.9006677796327212,0.8644888082274652,0.29901196047841916,0.28055122204888194,0.3715548621944878,0.4516889238020424,0.42783505154639173,0.519730860156392
"k: 50, clustering: agglomerative,  embedding: mistral-embed",3997,28564,1723,336.0470588235294,51,2,0.6473419135486855,0.8772457848346181,6.5891580161476355,0.830108715680855,0.8250107487255083,0.8357594742337694,0.6490260430682607,0.6409294948396248,0.6690681716532835,0.9245283018867925,0.899119295436349,0.8795336787564767,0.30577223088923555,0.2919916796671867,0.3530941237649506,0.45955451348182885,0.44082433758586853,0.5038961038961038
"k: 50, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",3755,28806,2639,423.61764705882354,53,2,0.5507039834537395,0.8846779890052516,7.9927857935627085,0.8308457711442786,0.8235980590872797,0.8366193722744303,0.6454677270323624,0.6385679480255206,0.670080079439607,0.9666666666666667,0.8927419354838709,0.8850649350649351,0.29407176287051484,0.2878315132605304,0.3543941757670307,0.45095693779904306,0.4353126228863547,0.5061269959153359
"k: 50, clustering: agglomerative,  embedding: fasttext",3867,28694,3622,428.2686567164179,56,2,0.6382750681142145,0.8812382912072725,7.6476545842217485,0.8288188686198636,0.8222467907376697,0.8366807935630489,0.6409979631995895,0.6324751735545899,0.6850264432772728,0.9673433362753752,0.9153577661431065,0.8172100481026189,0.28497139885595424,0.27275091003640145,0.39755590223608944,0.4402490459931714,0.4202724358974359,0.534895924435893
"k: 50, clustering: agglomerative,  embedding: average_word_embeddings_komninos",3608,28953,2165,332.7931034482759,51,2,0.5331399164162609,0.8891925923650994,6.525354969574036,0.8293102389288127,0.8204041520791107,0.8374792703150912,0.6535319072594026,0.6290239981131212,0.6728879094850163,0.8818897637795275,0.9094138543516874,0.8807106598984772,0.3203328133125325,0.26625065002600107,0.3608944357774311,0.46995994659546064,0.4119066773934031,0.5119881962375507
"k: 50, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",3802,28759,2067,319.5444444444444,53,2,0.581960786411567,0.8832345443935997,6.029140461215933,0.8278361280019655,0.8227995823352374,0.825563540323076,0.6438566662087474,0.6350819581637307,0.667332249381652,0.9250203748981255,0.9048020219039595,0.7763736263736264,0.2951118044721789,0.2792511700468019,0.3673946957878315,0.44746698206189633,0.42678323067752827,0.49876456053653373
"k: 50, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",4237,28324,2153,318.24719101123594,51,2,0.6179823182741032,0.8698750038389484,6.240141000220313,0.8345310484613967,0.8224924758921442,0.8384005896443707,0.6858640280472497,0.6540074847867257,0.7042911125371432,0.7944785276073619,0.7954264524103832,0.7703604806408545,0.4040561622464899,0.3346333853354134,0.4500780031201248,0.5356773526370218,0.4710834553440703,0.5681930083702609
"k: 100, clustering: kmeans,  embedding: BERT",5197,27364,1657,420.9846153846154,104,2,0.5767582504735216,0.8403918798562697,4.04792899408284,0.8315828266077022,0.8255021190344574,0.8360051593882439,0.6641788470091277,0.644214439265146,0.6920372206926878,0.8529411764705882,0.8844682478959449,0.787109375,0.3468538741549662,0.3005720228809152,0.41913676547061884,0.4931608133086876,0.4486706772753736,0.5469969460468274
"k: 100, clustering: kmeans,  embedding: word2vec",4611,27950,1908,417.1641791044776,101,2,0.5281966212214644,0.8583888701206965,4.130338406975026,0.8320741969166513,0.8248264848596524,0.8379706406240403,0.6642311313682945,0.652482362261921,0.6926055425811725,0.8587096774193549,0.8287037037037037,0.802,0.3460738429537181,0.32579303172126883,0.4170566822672907,0.49332839140103774,0.467711832773423,0.5487512829284982
"k: 100, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",4647,27914,2574,422.93939393939394,100,2,0.5571662282452567,0.8572832529713461,4.2293939393939395,0.8344696271727781,0.8269762299613046,0.8406731773232602,0.6729829748075328,0.6675386894848532,0.6977869947125992,0.8444045481747456,0.7888826501965188,0.8080708661417323,0.3668746749869995,0.3653146125845034,0.42693707748309934,0.5115098785571869,0.4993779989337125,0.558693433140524
"k: 100, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",4726,27835,2500,497.05357142857144,101,2,0.3907034462028356,0.8548570375602715,4.921322489391796,0.8250107487255083,0.8170874024937044,0.831275720164609,0.6317702913182872,0.6172445233153113,0.6479042973540413,0.9770334928229665,0.9492753623188406,0.953757225433526,0.265470618824753,0.23842953718148727,0.3003120124804992,0.4175015334287467,0.38113050706566914,0.4567925647617165
"k: 100, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",4353,28208,3297,512.8727272727273,101,2,0.6454906409529212,0.8663124596910414,5.077947794779478,0.8279589705792028,0.8211412075425343,0.8361280019654812,0.6428595310278032,0.6320207983228858,0.6698482028545316,0.9350541215653622,0.8991452991452992,0.88,0.2919916796671867,0.2735309412376495,0.3546541861674467,0.4450168416881315,0.4194577352472089,0.5055596738324685
"k: 100, clustering: kmeans,  embedding: text-embedding-3-large",4777,27784,2621,441.015873015873,102,2,0.5811743786413119,0.8532907465986916,4.3236850295673825,0.832626988514219,0.827406178981635,0.8336711504207358,0.6689032265753839,0.6600976873815604,0.6824276252111605,0.8423946243127672,0.8233458177278402,0.7985309548793285,0.3585543421736869,0.34295371814872594,0.3957358294331773,0.5030093014772934,0.4842143906020558,0.5292072322670375
"k: 100, clustering: kmeans,  embedding: text-embedding-3-small",4062,28499,2464,619.5434782608696,104,2,0.3799984453125988,0.8752495316482909,5.957148829431438,0.8298630305263804,0.8202813095018734,0.8341625207296849,0.6699672932635038,0.6283150071479336,0.6776309194707957,0.8081328751431844,0.9129263913824057,0.8211883408071748,0.3668746749869995,0.26443057722308894,0.38091523660946436,0.5046494992846924,0.41008064516129034,0.5204262877442274
"k: 100, clustering: kmeans,  embedding: mistral-embed",5883,26678,1776,365.45205479452056,101,2,0.661406838140302,0.8193237308436473,3.618337176183372,0.8334254652662613,0.8298016092377618,0.8359437380996253,0.6717606436464937,0.6814209866343991,0.7081603119372061,0.8383054892601431,0.7683474787818273,0.7438771274387713,0.3653146125845034,0.4001560062402496,0.4659386375455018,0.5088735965229989,0.5262438023593776,0.5729816147082334
"k: 100, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",3583,28978,3096,475.04918032786884,101,2,0.5708538067811175,0.8899603820521482,4.703457230968999,0.8317056691849395,0.8259934893434064,0.8430686075793871,0.6889531962460647,0.668511674121971,0.6966612657268655,0.7618371212121212,0.7763229678123296,0.8339368856699431,0.41835673426937076,0.3699947997919917,0.41913676547061884,0.5401141322591474,0.501144567705582,0.5578819865028551
"k: 100, clustering: kmeans,  embedding: fasttext",4974,27587,2206,551.74,104,2,0.4118249123432389,0.8472405638647462,5.305192307692308,0.8255021190344574,0.8193599901725939,0.8289417111971009,0.6336184979365399,0.6242098224339108,0.649788604330663,0.969187675070028,0.9305423406279734,0.900377358490566,0.2698907956318253,0.2542901716068643,0.31019240769630785,0.4222086638194021,0.3994282213600163,0.46141945465093787
"k: 100, clustering: kmeans,  embedding: average_word_embeddings_komninos",4517,28044,2104,445.14285714285717,100,2,0.49192934911805264,0.8612757593440005,4.451428571428571,0.8304772434125668,0.8259320680547878,0.837172163871998,0.6555530254985833,0.6569775625765683,0.6738542135171535,0.8862019914651493,0.820659062103929,0.8718108276291225,0.32397295891835676,0.33671346853874157,0.36427457098283933,0.4744859101294745,0.4775073746312685,0.5138455895837154
"k: 100, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",4635,27926,3324,558.52,108,2,0.4875510940289283,0.8576517920211296,5.171481481481481,0.8216325778514834,0.8216325778514834,0.8341625207296849,0.665387440588094,0.681191556468049,0.6790676572780643,0.7481559536354057,0.7093333333333334,0.8155286343612335,0.36921476859074365,0.41497659906396256,0.38507540301612064,0.4944289693593315,0.5236220472440944,0.5231367008124337
"k: 100, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",4959,27602,3103,492.89285714285717,100,2,0.5339281443967185,0.8477012376769755,4.928928571428571,0.8278975492905841,0.8202198882132548,0.8379706406240403,0.6721826508766021,0.6644626315812584,0.6688993687612402,0.78125,0.7391983342009371,0.9103260869565217,0.37701508060322414,0.36921476859074365,0.3484139365574623,0.5085934759733426,0.49245708340558353,0.5039488529522377
"k: 100, clustering: agglomerative,  embedding: BERT",5393,27168,2882,543.36,101,2,0.4900704857560386,0.8343724087098062,5.37980198019802,0.8298630305263804,0.8238437442417542,0.8320127756280327,0.6555101190778632,0.6424104250056613,0.6744276791578299,0.8778089887640449,0.8710166919575114,0.8122540753232153,0.3250130005200208,0.2984919396775871,0.37571502860114403,0.4743833017077799,0.44461657629744383,0.5137777777777778
"k: 100, clustering: agglomerative,  embedding: word2vec",4424,28137,3323,639.4772727272727,123,2,0.3808372231990811,0.8641319369798225,5.1990022172949,0.8297401879491432,0.816288925741662,0.8338554142865917,0.6419602839602124,0.6152850673737443,0.6529155351980062,0.9769094138543517,0.9514255543822597,0.9589702333065165,0.2860114404576183,0.23426937077483098,0.30993239729589184,0.4424778761061947,0.37596494888378884,0.46846138730595405
"k: 100, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",3945,28616,3548,493.37931034482756,100,2,0.4868834372979379,0.8788427873836798,4.933793103448276,0.8268533873840673,0.8235980590872797,0.8323198820711258,0.6596460094833225,0.6400944819457435,0.6752572973847785,0.8191423244251088,0.8822605965463108,0.8120805369127517,0.34269370774830993,0.2922516900676027,0.37753510140405616,0.48322639780018334,0.4390625000000001,0.5154419595314164
"k: 100, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",4927,27634,3620,628.0454545454545,104,2,0.636644074197319,0.8486840084763981,6.038898601398602,0.8320127756280327,0.8229224249124747,0.8331183588231681,0.6519786509192574,0.6342644152086953,0.6824249278776942,0.9343236903831118,0.9133047210300429,0.7935517420696828,0.31071242849713987,0.2766510660426417,0.3967758710348414,0.4663414634146341,0.4246657353821593,0.5290344947131219
"k: 100, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",3798,28763,3466,625.2826086956521,103,2,0.6540668473797169,0.8833573907435275,6.07070493879274,0.8293716602174314,0.8206498372335852,0.8348381549044899,0.6475557767787189,0.6291848344621361,0.6725058604274207,0.9231378763866878,0.9126559714795008,0.8508186779866586,0.3029121164846594,0.26625065002600107,0.36479459178367135,0.45614722004698516,0.41223832528180354,0.510646041856233
"k: 100, clustering: agglomerative,  embedding: text-embedding-3-large",3566,28995,2926,616.9148936170212,100,2,0.3569575015906429,0.8904824790393415,6.169148936170213,0.8290031324857196,0.8213254714083902,0.835820895522388,0.6428247166074821,0.6284597849535212,0.6591410122026111,0.9546232876712328,0.9317972350230415,0.9439818319454958,0.28991159646385856,0.2628705148205928,0.32423296931877277,0.44475468687674513,0.4100588116000811,0.4826785368685891
"k: 100, clustering: agglomerative,  embedding: text-embedding-3-small",3995,28566,2236,501.1578947368421,101,2,0.4739650533601384,0.8773072080095821,4.96195935383012,0.8308457711442786,0.8197899391929243,0.8281432344450587,0.6510350860355283,0.6278137422239953,0.6860822925076232,0.9219474497681608,0.907871198568873,0.7428174235403151,0.31019240769630785,0.2639105564222569,0.4167966718668747,0.4642023346303502,0.40894439967767937,0.533977348434377
"k: 100, clustering: agglomerative,  embedding: mistral-embed",4482,28079,2350,475.91525423728814,101,2,0.6500676662274298,0.862350664905869,4.71203222017117,0.8318899330507954,0.8205884159449666,0.8368036361402862,0.6517186405188415,0.6316589165376023,0.6705598911531854,0.9342208300704777,0.8922815945716709,0.884789644012945,0.31019240769630785,0.2735309412376495,0.35543421736869474,0.46574272886980284,0.4187064676616915,0.5071415321832684
"k: 100, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",5183,27378,3311,667.7560975609756,101,2,0.5349857549857551,0.8408218420810172,6.611446510504709,0.826914808672686,0.8236594803758983,0.8355752103679135,0.636878005880187,0.6401346910329971,0.6656250882122136,0.9672727272727273,0.8829536527886881,0.8968092328581126,0.2766510660426417,0.2922516900676027,0.34347373894955796,0.4302466639708855,0.43914827114670835,0.4967099078774205
"k: 100, clustering: agglomerative,  embedding: fasttext",4854,27707,3622,522.7735849056604,104,2,0.6385194391510687,0.850925954362581,5.02666908563135,0.8296173453719059,0.8220011055831952,0.831951354339414,0.6424186424634307,0.6324939294314836,0.675285431200119,0.9701754385964912,0.9107452339688041,0.8083333333333333,0.2875715028601144,0.27327093083723347,0.3783151326053042,0.4436421981548336,0.42039999999999994,0.5154091392136025
"k: 100, clustering: agglomerative,  embedding: average_word_embeddings_komninos",4469,28092,2317,561.84,100,2,0.4438885075219775,0.8627499155431344,5.6184,0.8295559240832873,0.8202813095018734,0.8336711504207358,0.6536029474954631,0.6282252110349793,0.6715622955436914,0.8849748382458663,0.9136690647482014,0.8419471153846154,0.3200728029121165,0.2641705668226729,0.36427457098283933,0.4701164789001337,0.40984267849939493,0.508529945553539
"k: 100, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",4550,28011,2922,560.22,101,2,0.4829737218620157,0.8602622769570959,5.546732673267327,0.8288188686198636,0.8212026288311529,0.83078434985566,0.646744914428664,0.629097735682648,0.6711092062500353,0.9199048374306106,0.9238440616500453,0.8129661503155479,0.3016120644825793,0.26495059802392096,0.36843473738949556,0.4542784413550029,0.4118003637098404,0.5070674539273573
"k: 100, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",4523,28038,4330,652.046511627907,113,2,0.448906385867878,0.8610914898191088,5.770323111751389,0.8290031324857196,0.8200970456360175,0.8337325717093544,0.6416573671390764,0.6262188654011781,0.6513085831032759,0.9649737302977233,0.9273066169617894,0.9702725020644096,0.28653146125845036,0.25871034841393653,0.30551222048881954,0.4418604651162791,0.4045537710916852,0.46470239272295827
"k: 150, clustering: kmeans,  embedding: BERT",5518,27043,2850,600.9555555555555,151,2,0.5812884287513739,0.8305334602745615,3.9798381162619574,0.8288188686198636,0.8270990725385419,0.8039432467293164,0.6797000878828882,0.6654640009484577,0.682452183491441,0.7654135338345864,0.7978047371461583,0.6157932011331445,0.3970358814352574,0.359074362974519,0.45215808632345295,0.5228556753980482,0.49524834140218754,0.5214392803598201
"k: 150, clustering: kmeans,  embedding: word2vec",5890,26671,4081,762.0285714285715,161,2,0.2778995158848817,0.8191087497312736,4.7330967169476486,0.8290645537743382,0.8116209078066458,0.8347767336158712,0.661542517189228,0.6050454877061185,0.6717472824365327,0.83575489576753,0.951332560834299,0.8537331701346389,0.34399375975039004,0.21346853874154967,0.3627145085803432,0.4873825750598638,0.34869399023147163,0.509124087591241
"k: 150, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",5167,27394,3302,559.0612244897959,153,2,0.5578458757852027,0.8413132274807285,3.6539949313058555,0.8324427246483631,0.8250107487255083,0.8398747005712179,0.674439754429743,0.6694846587590887,0.6994193832892036,0.8165345413363534,0.7644562334217506,0.7959866220735786,0.374934997399896,0.37467498699948,0.4331773270930837,0.5138987883107626,0.5028790786948176,0.5610372116517932
"k: 150, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",5171,27390,4991,702.3076923076923,152,2,0.39030753888035363,0.8411903811308007,4.620445344129554,0.8288802899084823,0.8169031386278484,0.8299858731036177,0.6408585800609347,0.6166749154887787,0.646341537618079,0.9698581560283688,0.9509906152241918,0.9432565789473685,0.2844513780551222,0.23712948517940718,0.29823192927717107,0.4398874145556897,0.3796045785639958,0.453180561043066
"k: 150, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",4994,27567,4267,656.3571428571429,165,2,0.6438062951911664,0.8466263321151071,3.977922077922078,0.8308457711442786,0.8236594803758983,0.8360665806768626,0.6734841142741006,0.6744368061815356,0.6859712940990499,0.8043478260869565,0.7393225331369662,0.8079539508110937,0.375195007800312,0.3915756630265211,0.4014560582423297,0.5117021276595745,0.5119836817950026,0.5363904811533785
"k: 150, clustering: kmeans,  embedding: text-embedding-3-large",5117,27444,3395,538.1176470588235,151,2,0.585450914357128,0.8428488068548263,3.563693026879626,0.8306615072784227,0.8256863829003133,0.8356366316565321,0.6619593806671447,0.6534942700482447,0.6722204135451305,0.8528839922229423,0.8342175066312998,0.861557478368356,0.3421736869474779,0.32709308372334894,0.3624544981799272,0.48840230098348497,0.46992902502801637,0.5102489019033675
"k: 150, clustering: kmeans,  embedding: text-embedding-3-small",4795,27766,2464,895.6774193548387,153,2,0.381292132683021,0.8527379380240164,5.854100780096985,0.8306615072784227,0.8227995823352374,0.8318285117621768,0.6789308460155052,0.6334656281305535,0.6776295080753773,0.7834461218115565,0.9174630755864466,0.7984913793103449,0.39131565262610507,0.2745709828393136,0.38533541341653665,0.5219351482573262,0.42265359215529313,0.5198176078568923
"k: 150, clustering: kmeans,  embedding: mistral-embed",4225,28336,2068,590.3333333333334,152,2,0.6511808464538495,0.870243542888732,3.883771929824561,0.8302315582580923,0.8226153184693815,0.8362508445427185,0.6724534506108832,0.640079709340364,0.6852837563442224,0.8022346368715084,0.8673312883435583,0.8121693121693122,0.3733749349973999,0.29407176287051484,0.39911596463858556,0.5095812633073101,0.4392233009708738,0.535216178521618
"k: 150, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",4512,28049,4243,652.3023255813954,161,2,0.5486576635452556,0.8614293172814103,4.051567239635996,0.8313371414532277,0.8257478041889319,0.8403046495915484,0.6785649809587077,0.6626936826568358,0.693594711219088,0.7906976744186046,0.7948568088836937,0.8194871794871795,0.3889755590223609,0.3536141445657826,0.4154966198647946,0.5214360404322064,0.489472737088357,0.5514147688060731
"k: 150, clustering: kmeans,  embedding: fasttext",5074,27487,3735,763.5277777777778,152,2,0.41064593961739293,0.8441694051165505,5.023209064327485,0.8253178551686015,0.8173330876481789,0.831951354339414,0.6330488901100073,0.6192012819234121,0.6530159951874555,0.9708646616541353,0.935129740518962,0.9256134969325154,0.26859074362974517,0.2436297451898076,0.3138325533021321,0.4207739307535642,0.3865511551155116,0.46873786407766993
"k: 150, clustering: kmeans,  embedding: average_word_embeddings_komninos",4468,28093,4278,720.3333333333334,154,2,0.29908285515645294,0.8627806271306164,4.677489177489178,0.8332412014004054,0.8199742030587802,0.8344696271727781,0.6721787930624583,0.6396078641698141,0.6876197412190819,0.8344175044352454,0.8327272727272728,0.7881822734101152,0.3668746749869995,0.29771190847633905,0.4092563702548102,0.5096622719884415,0.43861329247270636,0.5387643333903817
"k: 150, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",5756,26805,3324,653.780487804878,152,2,0.44759208663879657,0.8232241024538558,4.301187419768935,0.8285117621767705,0.8248264848596524,0.8362508445427185,0.650494897962384,0.6416170325944522,0.6687612715606331,0.8892171344165436,0.8913385826771654,0.8876478318002629,0.313052522100884,0.29433177327093085,0.3512740509620385,0.46307692307692305,0.44253322908522275,0.5033532041728763
"k: 150, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",5709,26852,3940,654.9268292682926,160,2,0.5282446976448834,0.8246675470655078,4.09329268292683,0.8294945027946686,0.8242736932620847,0.8304158221239482,0.6734076793711073,0.6588551889482093,0.6729332623244617,0.7917121046892039,0.7947336923997607,0.8022284122562674,0.37753510140405616,0.3452938117524701,0.374414976599064,0.5112676056338028,0.48142106217147,0.5105477752171601
"k: 150, clustering: agglomerative,  embedding: BERT",5284,27277,4195,717.8157894736842,157,2,0.48421320602301043,0.8377199717453395,4.572075092189071,0.8291873963515755,0.8215097352742461,0.8321970394938886,0.6534514890848951,0.6390865574309341,0.6873891505720542,0.8806290207290922,0.8571428571428571,0.7701260911736179,0.3203328133125325,0.29329173166926675,0.4128965158606344,0.4697807435653003,0.43703990701278567,0.5375761679079215
"k: 150, clustering: agglomerative,  embedding: word2vec",4697,27864,3323,774.0,150,2,0.37892937609794797,0.8557476735972482,5.16,0.8296173453719059,0.8183772495546957,0.8298016092377618,0.6423288463504765,0.6205134091974053,0.6516086771335752,0.9710017574692443,0.944944944944945,0.9014189693801344,0.2873114924596984,0.2454498179927197,0.3138325533021321,0.44341894060995185,0.38968008255933956,0.4655737704918033
"k: 150, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",5845,26716,2882,621.3023255813954,154,2,0.4249736270342614,0.8204907711679617,4.034430685593477,0.8299244518149991,0.8200356243473989,0.8337939929979731,0.6441462218199222,0.626358248539833,0.6628426946486786,0.960650128314799,0.924860853432282,0.8888130968622101,0.2919916796671867,0.2592303692147686,0.3387935517420697,0.4478564307078764,0.4049553208773355,0.49058734939759036
"k: 150, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",5157,27404,4441,856.375,168,2,0.6339587500581002,0.841620343355548,5.097470238095238,0.8315828266077022,0.8228610036238561,0.8318899330507954,0.6486441194680357,0.6336854294437159,0.656567630618373,0.9532019704433498,0.9168110918544194,0.9003610108303249,0.30187207488299533,0.2750910036401456,0.32423296931877277,0.4585308056872038,0.4232000000000001,0.476773083540432
"k: 150, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",4437,28124,3798,740.1052631578947,160,2,0.6377295326533952,0.8637326863425571,4.625657894736842,0.8268533873840673,0.8228610036238561,0.8329955162459308,0.637735757922476,0.63503237113803,0.6818955291384153,0.9580731489741302,0.90625,0.7942558746736292,0.2792511700468019,0.2789911596463859,0.3954758190327613,0.43245419770485205,0.4266401590457257,0.5280333275473007
"k: 150, clustering: agglomerative,  embedding: text-embedding-3-large",4146,28415,2927,767.972972972973,168,2,0.3589295357600102,0.8726697582998065,4.571267696267697,0.8305386647011854,0.8211412075425343,0.8350224187703458,0.6458952543867739,0.6295065071601659,0.6620305463605759,0.9571068124474348,0.9192100538599641,0.9113475177304965,0.2958918356734269,0.26625065002600107,0.3341133645345814,0.4520357497517378,0.4129032258064516,0.4889649923896499
"k: 150, clustering: agglomerative,  embedding: text-embedding-3-small",4926,27635,2916,642.6744186046511,156,2,0.4007640024442616,0.8487147200638802,4.119707811568277,0.8299858731036177,0.8213254714083902,0.831275720164609,0.6439170425683132,0.6291781538571554,0.6718798595128365,0.963855421686747,0.9255222524977293,0.8148997134670487,0.2912116484659386,0.26495059802392096,0.36973478939157567,0.4472843450479233,0.4119668485951082,0.5086746556966553
"k: 150, clustering: agglomerative,  embedding: mistral-embed",4897,27664,3002,674.7317073170732,157,2,0.5805621060979174,0.8496053561008569,4.2976541867329505,0.8290645537743382,0.8213254714083902,0.8304158221239482,0.651575148651302,0.6326802022623728,0.6707781556135587,0.890521675238795,0.897370653095844,0.8105323411562679,0.31513260530421217,0.2750910036401456,0.36817472698907955,0.46552717495678897,0.4210945273631841,0.5063472197389595
"k: 150, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",5183,27378,3729,760.5,159,2,0.5349857549857551,0.8408218420810172,4.783018867924528,0.8306615072784227,0.823536637798661,0.8348995761931085,0.6460654686742355,0.6407726417621241,0.6562031769569939,0.9579478553406223,0.876839659178931,0.9509345794392523,0.29615184607384293,0.29433177327093085,0.3174726989079563,0.4524329692154915,0.44072415806891185,0.47602339181286546
"k: 150, clustering: agglomerative,  embedding: fasttext",4119,28442,4039,888.8125,168,2,0.3645188624200068,0.8734989711618194,5.290550595238095,0.8295559240832873,0.8194828327498311,0.835820895522388,0.6437253750704913,0.6243800367213724,0.6611165266876056,0.9573014517506405,0.9314938154138915,0.9296703296703297,0.2914716588663547,0.2545501820072803,0.3299531981279251,0.44688060593980466,0.39983663467429037,0.4870466321243524
"k: 150, clustering: agglomerative,  embedding: average_word_embeddings_komninos",4875,27686,3133,709.8974358974359,174,2,0.4051483601820415,0.8502810110254599,4.079870321249632,0.8304158221239482,0.8209569436766784,0.8313371414532277,0.6435699333884091,0.627949142091136,0.6745241558757646,0.9754601226993865,0.9290322580645162,0.8052164261931187,0.28939157566302653,0.2620904836193448,0.37727509100364015,0.4463605373972329,0.40884201987426483,0.5138101983002833
"k: 150, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",5408,27153,2922,631.4651162790698,168,2,0.48015235602242556,0.8339117348975769,3.758720930232558,0.8294945027946686,0.8207112585222038,0.8329955162459308,0.6498810977770836,0.6294944318882527,0.6689648888729977,0.9083969465648855,0.9112688553682342,0.8463429625076828,0.3094123764950598,0.2670306812272491,0.3580343213728549,0.46159813809154376,0.4130303639654132,0.5031975150739996
"k: 150, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",5198,27363,4339,739.5405405405405,155,2,0.4485582426469462,0.8403611682687878,4.771229293809939,0.8312142988759904,0.8215097352742461,0.8302315582580923,0.6454395932170218,0.6295681694577795,0.6680534410761232,0.9740932642487047,0.9257246376811594,0.8197399527186762,0.29329173166926675,0.265730629225169,0.36063442537701507,0.45083932853717024,0.41292929292929287,0.5009028530155291
"k: 200, clustering: kmeans,  embedding: BERT",5400,27161,4195,714.7631578947369,200,2,0.4723326500656726,0.8341574275974325,3.5738157894736844,0.8288188686198636,0.8234752165100424,0.8286960260426264,0.6572510596443158,0.6422589665950933,0.6842890675820036,0.854180602006689,0.8665158371040724,0.7515468824369348,0.33203328133125326,0.29875195007800315,0.41055642225689026,0.4781876053173563,0.4443155452436195,0.5310240457373466
"k: 200, clustering: kmeans,  embedding: word2vec",9283,23278,3562,1012.0869565217391,225,2,0.2604667493996975,0.7149043334049937,4.498164251207729,0.8268533873840673,0.8192985688839752,0.8320127756280327,0.6635072423403571,0.622014506635754,0.6748766597226012,0.8029498525073746,0.950199203187251,0.810508664058133,0.3538741549661987,0.24804992199687986,0.37701508060322414,0.49124706731636897,0.3934020618556701,0.5146406388642414
