,num_suppressed_records,num_records,max_group_size,avg_group_size,k,l,t,perc_recs,c_avg,bagging_acc,random_forest_acc,boosting_acc,bagging_auc,random_forest_auc,boosting_auc,bagging_prec,random_forest_prec,boosting_prec,bagging_recl,random_forest_recl,boosting_recl,bagging_f1,random_forest_f1,boosting_f1
"k: 10, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",2032,30529,1901,155.76020408163265,10,2,0.5589177503357463,0.9375940542366635,15.576020408163265,0.8257478041889319,0.8223082120262883,0.8294945027946686,0.6358446448835035,0.6371847805154668,0.6697260387399815,0.9532794249775381,0.8815052041633307,0.805365296803653,0.27587103484139364,0.28627145085803435,0.3668746749869995,0.42790885259124817,0.43218842001962704,0.504108610217935
"k: 10, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",2675,29886,1565,145.78536585365853,10,2,0.64142540102,0.9178465034857651,14.578536585365853,0.8285117621767705,0.8228610036238561,0.8263620170751182,0.6426826361353609,0.6367384972841615,0.687340724027031,0.9466101694915254,0.8936170212765957,0.7273538598839804,0.2904316172646906,0.2839313572542902,0.42381695267810715,0.4444886589733386,0.430939226519337,0.5355676030885494
"k: 10, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",1992,30569,1572,155.17258883248732,10,2,0.6412010764570215,0.9388225177359417,15.517258883248731,0.8323198820711258,0.8270376512499232,0.8292488176401941,0.6590042009400521,0.6612033745523525,0.6783652214604868,0.8913043478260869,0.8144078144078144,0.7730532786885246,0.33047321892875714,0.3468538741549662,0.3923556942277691,0.4821699544764795,0.48650619985412114,0.5205243187305967
"k: 10, clustering: agglomerative,  embedding: text-embedding-3-large",1890,30671,1464,143.99530516431926,10,2,0.6640059754402292,0.9419550996591014,14.399530516431925,0.8330569375345495,0.826914808672686,0.8377863767581843,0.6720581658006972,0.6641760242182908,0.6937420609007714,0.832939787485242,0.8009367681498829,0.7966518956179222,0.3668746749869995,0.35569422776911075,0.4206968278731149,0.5093862815884477,0.49261793302124585,0.550621065169304
"k: 10, clustering: agglomerative,  embedding: text-embedding-3-small",2040,30521,1602,136.25446428571428,10,2,0.6600153588389399,0.9373483615368078,13.62544642857143,0.8282046557336773,0.823536637798661,0.8336711504207358,0.6511020175427042,0.6409522339880327,0.6647377909591654,0.8809005083514887,0.8756756756756757,0.8763227513227513,0.3153926157046282,0.2948517940717629,0.34451378055122206,0.46448401301933756,0.4411593075277183,0.4945875326614408
"k: 10, clustering: agglomerative,  embedding: mistral-embed",2766,29795,1441,131.2555066079295,10,2,0.7093700895513281,0.915051749024907,13.125550660792952,0.8348381549044899,0.8267919660954487,0.8336097291321172,0.668554831457432,0.6581690625888004,0.6632608440646431,0.8705957719410634,0.8250950570342205,0.8838622552329507,0.3533541341653666,0.33853354134165364,0.3403536141445658,0.5026817088958757,0.48008849557522126,0.49145860709592637
"k: 10, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",2689,29872,1714,115.78294573643412,10,2,0.7075697579513862,0.9174165412610178,11.578294573643412,0.8352681039248203,0.8296173453719059,0.8380934832012775,0.6745832462972825,0.6689982918979002,0.6837961455732052,0.8460166468489893,0.8094688221709007,0.8361111111111111,0.3699947997919917,0.36453458138325534,0.39131565262610507,0.5148335745296672,0.5026891358910003,0.5331207934821113
"k: 10, clustering: agglomerative,  embedding: fasttext",2582,29979,2066,138.79166666666666,10,2,0.7100780069858426,0.9207026811215872,13.879166666666666,0.8377249554695657,0.8308457711442786,0.8393833302622689,0.6842732599533172,0.6695330853041117,0.7040364968036599,0.8304061470911087,0.8200468933177022,0.7783808231569426,0.39339573582943316,0.3637545501820073,0.44747789911596464,0.5338743824982356,0.5039625360230547,0.5682681195311211
"k: 10, clustering: agglomerative,  embedding: average_word_embeddings_komninos",2318,30243,1431,135.61883408071748,10,2,0.7082583454967146,0.9288105402168239,13.561883408071749,0.8342239420183035,0.8300472943922363,0.839014802530557,0.6757854101860095,0.6730511922527566,0.6975993104862915,0.829408385985066,0.7982310668877833,0.7946127946127947,0.375455018200728,0.375455018200728,0.4295371814872595,0.516914265258636,0.5106984969053935,0.5576371308016876
"k: 10, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",1966,30595,1462,149.2439024390244,10,2,0.6619771360088406,0.9396210190104727,14.924390243902439,0.8342239420183035,0.8286960260426264,0.8380320619126589,0.6762343907507808,0.6659706605393287,0.7061151686115695,0.8275271273557967,0.8121677495569994,0.7629404088734232,0.37675507020280813,0.3575143005720229,0.45605824232969316,0.5177773807396819,0.4964795089366312,0.5708706265256306
"k: 10, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",2273,30288,1423,135.82062780269058,10,2,0.7122382701820104,0.9301925616535118,13.582062780269059,0.8371107425833794,0.8307229285670413,0.8398747005712179,0.6795609556589742,0.6776241134084448,0.6969948882394378,0.8438940092165899,0.7883597883597884,0.803825404610103,0.38091523660946436,0.3874154966198648,0.42615704628185125,0.5249014690075241,0.5195258019525802,0.5570093457943925
"k: 15, clustering: kmeans,  embedding: BERT",3539,29022,1416,201.54166666666666,15,2,0.7084970022741368,0.8913116919013544,13.436111111111112,0.8369879000061421,0.8281432344450587,0.8350838400589644,0.6746315473849352,0.6812333024080914,0.7075973847156539,0.8656441717791411,0.755609756097561,0.7395790342550557,0.3668746749869995,0.40275611024440977,0.4659386375455018,0.5153396639883127,0.5254409769335143,0.571702025841442
"k: 15, clustering: kmeans,  embedding: word2vec",2327,30234,1416,143.97142857142856,15,2,0.7102694223154632,0.9285341359294862,9.598095238095238,0.8371107425833794,0.8304772434125668,0.8367422148516676,0.6799201401107914,0.6811449176905556,0.7010503604703898,0.8423165137614679,0.7747975708502024,0.7668463611859838,0.38195527821112846,0.39807592303692146,0.44383775351014043,0.5255813953488372,0.5259361044314668,0.5622529644268776
"k: 15, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",2548,30013,1416,161.36021505376345,15,2,0.7131512852367148,0.9217468750959738,10.757347670250896,0.8376021128923284,0.8309071924328972,0.8396290154167434,0.6813193661642726,0.6842100608029146,0.7084177504615263,0.8414772727272727,0.7690792712949286,0.768361581920904,0.38507540301612064,0.40613624544981797,0.4596983879355174,0.5283624687834463,0.531563722987919,0.5752399544493249
"k: 15, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",2385,30176,1416,141.67136150234742,15,2,0.6867135030045952,0.9267528638555327,9.444757433489828,0.8308457711442786,0.8268533873840673,0.8355752103679135,0.6504963093578026,0.6517439515433452,0.6605067097738192,0.9258970358814352,0.8583391486392185,0.9300956585724798,0.3086323452938117,0.31981279251170047,0.328653146125845,0.4629485179407176,0.4659973479825724,0.48568683957732944
"k: 15, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",1720,30841,1450,179.3081395348837,15,2,0.7278097646762736,0.9471760695310341,11.953875968992248,0.833978256863829,0.8257478041889319,0.8412259689208279,0.6762531466276746,0.6635018476734245,0.697969284271974,0.8249005116543491,0.7917871602082128,0.8122833085685983,0.37727509100364015,0.35595423816952676,0.4264170566822673,0.5177520071364853,0.4911210762331838,0.5592497868712702
"k: 15, clustering: kmeans,  embedding: text-embedding-3-large",1879,30682,1427,171.40782122905028,15,2,0.7114253432290065,0.9422929271214029,11.427188081936686,0.8360665806768626,0.8291873963515755,0.8422701308273448,0.6821998573549697,0.6862270703132107,0.6999099843366473,0.8221127531472359,0.7501174260216064,0.8147783251231527,0.390535621424857,0.41523660946437857,0.4300572022880915,0.5295258240789705,0.534560669456067,0.5629680054458817
"k: 15, clustering: kmeans,  embedding: text-embedding-3-small",2833,29728,1416,155.64397905759162,15,2,0.709344084781383,0.912994072663616,10.376265270506108,0.8369264787175235,0.8301701369694736,0.8407345986118788,0.6810566584303902,0.6813928528190585,0.6980965921387158,0.8354929577464789,0.7714716223003516,0.8075601374570447,0.38559542381695266,0.3993759750390016,0.42771710868434737,0.5276641167052126,0.5262977556964193,0.5592384837667856
"k: 15, clustering: kmeans,  embedding: mistral-embed",2004,30557,1416,150.5270935960591,15,2,0.7118141428119502,0.9384539786861583,10.035139573070607,0.837172163871998,0.8315828266077022,0.8368650574289048,0.6790623880685022,0.6832156229554369,0.704453234824206,0.8467788740568776,0.7776659959758552,0.7589208006962577,0.3793551742069683,0.40197607904316174,0.453458138325533,0.5239719877895493,0.5299965718203634,0.5677083333333334
"k: 15, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",1719,30842,1416,140.1909090909091,15,2,0.7099842206514926,0.947206781118516,9.346060606060606,0.8353909465020576,0.8315828266077022,0.8381549044898962,0.6766391789567844,0.6824972540518026,0.7035914995104027,0.8381670533642691,0.7799188640973631,0.7704332291201429,0.37571502860114403,0.3998959958398336,0.4485179407176287,0.5188509874326751,0.5287040220006876,0.5669679539852096
"k: 15, clustering: kmeans,  embedding: fasttext",3323,29238,2206,166.125,15,2,0.7092384665748097,0.897945394797457,11.075,0.8361894232540998,0.8311528775873718,0.8412873902094465,0.6788680232372142,0.6825749748928437,0.6973809205685476,0.8370497427101201,0.7760442878711625,0.814870259481038,0.38065522620904835,0.40093603744149764,0.4245969838793552,0.5233243967828418,0.5287159266243785,0.5582905982905983
"k: 15, clustering: kmeans,  embedding: average_word_embeddings_komninos",1763,30798,1416,141.926267281106,15,2,0.7107094152681528,0.9458554712693099,9.461751152073733,0.835329525213439,0.8301701369694736,0.8393219089736502,0.675162232062262,0.6782499888656583,0.6924125891453029,0.8440637920850561,0.7813638729828214,0.8147389969293757,0.3715548621944878,0.39027561102444097,0.4139365574622985,0.5159776132875971,0.5205479452054794,0.5489655172413793
"k: 15, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",2376,30185,1445,164.94535519125682,15,2,0.658158025509359,0.9270292681428703,10.996357012750455,0.8342853633069222,0.82808181315644,0.8396290154167434,0.6780705220971203,0.6761645109953976,0.7055442748469891,0.8206703910614526,0.7699845281072718,0.7760393383996423,0.38195527821112846,0.38819552782111283,0.4513780551222049,0.521291696238467,0.5161624891961971,0.570771001150748
"k: 15, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",2661,29900,1416,156.54450261780104,15,2,0.7107421563943304,0.9182764657105126,10.43630017452007,0.8371107425833794,0.8300472943922363,0.837847798046803,0.6787527906423857,0.6863410169699913,0.702492492944591,0.8474970896391153,0.7562945368171021,0.7711330935251799,0.3785751430057202,0.4139365574622985,0.4459178367134685,0.5233644859813085,0.5350361283817847,0.5650741350906097
"k: 15, clustering: agglomerative,  embedding: BERT",3826,28735,1416,186.5909090909091,15,2,0.7063395394698684,0.8824974662940327,12.43939393939394,0.8373564277378539,0.8307229285670413,0.8360665806768626,0.6748728019084576,0.680497589022982,0.6812121001124726,0.8688423645320197,0.7789150460593655,0.8260387811634349,0.3668746749869995,0.3957358294331773,0.3876755070202808,0.5159049360146253,0.5248275862068966,0.527694213413555
"k: 15, clustering: agglomerative,  embedding: word2vec",2958,29603,1950,181.61349693251535,15,2,0.6468229964122115,0.9091551242283714,12.10756646216769,0.8336711504207358,0.8277132854247282,0.8409188624777347,0.6773990428857202,0.6653273151432693,0.7000131416595626,0.8171683389074693,0.8045640725570509,0.8027965284474445,0.38117524700988037,0.3575143005720229,0.4329173166926677,0.5198581560283688,0.49504950495049505,0.5625
"k: 15, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",2314,30247,2032,187.8695652173913,15,2,0.5562733494230834,0.9289333865667516,12.52463768115942,0.827406178981635,0.8237823229531356,0.8345310484613967,0.6424976492425197,0.6416518470147733,0.6606313203070945,0.928099173553719,0.8749040675364543,0.9131994261119082,0.2919916796671867,0.296411856474259,0.33099323972958916,0.4442246835443038,0.44280442804428044,0.4858778625954198
"k: 15, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",2834,29727,2462,180.16363636363636,15,2,0.6424867456646178,0.9129633610761341,12.010909090909092,0.8299244518149991,0.8238437442417542,0.8369264787175235,0.6471094935474138,0.6384593960356726,0.670730105440647,0.9360323886639677,0.8975609756097561,0.8854368932038835,0.3005720228809152,0.2870514820592824,0.35569422776911075,0.4550285376894312,0.43498817966903075,0.5075125208681135
"k: 15, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",2336,30225,1572,180.9880239520958,15,2,0.6412488258961742,0.9282577316421485,12.065868263473053,0.8327498310914563,0.8263005957864996,0.7977396965788343,0.6554244316937937,0.6477902252398902,0.6593542897325061,0.9212303075768942,0.8737151248164464,0.6105557776889244,0.31929277171086845,0.3094123764950598,0.3970358814352574,0.47422282293879126,0.45698924731182794,0.4811722073420514
"k: 15, clustering: agglomerative,  embedding: text-embedding-3-large",2279,30282,1464,178.12941176470588,15,2,0.6608216101974771,0.9300082921286201,11.875294117647059,0.8339168355752103,0.8293102389288127,0.8406117560346416,0.6764823258792837,0.6687074503486773,0.6918202421703623,0.8233295583238958,0.807492795389049,0.8290373487638085,0.3780551222048882,0.36427457098283933,0.40977639105564223,0.518175338560228,0.5020605626231858,0.5484600661214547
"k: 15, clustering: agglomerative,  embedding: text-embedding-3-small",2526,30035,1602,171.62857142857143,15,2,0.6438465729376334,0.9224225300205767,11.441904761904762,0.8358823168110067,0.8290645537743382,0.8431914501566243,0.6741771721532311,0.6627996627705881,0.7015008778879502,0.8548972188633616,0.8299193047796399,0.8173784977908689,0.3676547061882475,0.34763390535621425,0.4329173166926677,0.5141818181818183,0.4900128275609309,0.5660377358490566
"k: 15, clustering: agglomerative,  embedding: mistral-embed",2985,29576,1441,172.95906432748538,15,2,0.7087718543290629,0.9083259113663585,11.530604288499026,0.8347153123272526,0.8305386647011854,0.8401203857256925,0.6680254327181531,0.6666381564792146,0.6794658903364579,0.8718609143593046,0.8291944276196245,0.878732480195003,0.35205408216328654,0.35595423816952676,0.374934997399896,0.5015743656232636,0.498089867200291,0.5256059777656279
"k: 15, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",2849,29712,2461,158.88770053475935,15,2,0.7086410493114854,0.9125026872639047,10.592513368983957,0.8326884098028376,0.8251950125913642,0.8377249554695657,0.6652617950315117,0.6480542189118204,0.6831957065978659,0.861003861003861,0.8566333808844507,0.8348164627363738,0.34789391575663026,0.312272490899636,0.39027561102444097,0.4955555555555556,0.4576981707317073,0.531892274982282
"k: 15, clustering: agglomerative,  embedding: fasttext",2738,29823,2066,178.5808383233533,15,2,0.6456962356975926,0.9159116734744019,11.905389221556886,0.8289417111971009,0.8226767397580002,0.8251950125913642,0.6472743131679429,0.6381444039426233,0.6894502269837476,0.9180457052797478,0.880857823669579,0.7151462994836488,0.3029121164846594,0.28835153406136244,0.43213728549141966,0.4555229716520039,0.43447600391772767,0.5387358184764992
"k: 15, clustering: agglomerative,  embedding: average_word_embeddings_komninos",2700,29861,1431,156.34031413612564,15,2,0.7084507424080781,0.9170787137987163,10.422687609075044,0.8334254652662613,0.830108715680855,0.8382163257785148,0.6772382065367053,0.6740791585825074,0.6962684273354047,0.8153503893214683,0.7950819672131147,0.7921890067502411,0.38117524700988037,0.3783151326053042,0.42719708788351535,0.5194897236002834,0.5126849894291755,0.5550675675675676
"k: 15, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",2289,30272,1462,172.0,15,2,0.6628551922883319,0.9297011762538006,11.466666666666667,0.8324427246483631,0.8299858731036177,0.8334868865548799,0.6779418028349601,0.67651303157072,0.6878743569525652,0.8031453362255966,0.7854872881355932,0.7791441219872111,0.38507540301612064,0.38559542381695266,0.4118564742589704,0.5205623901581723,0.5172654342518311,0.5388671542779385
"k: 15, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",2594,29967,1423,160.25133689839572,15,2,0.7134469128162191,0.9203341420718036,10.683422459893048,0.8363736871199557,0.8303544008353295,0.8337325717093544,0.6786294660471582,0.6687624320413106,0.7015046102447234,0.8400460299194477,0.818075117370892,0.7445255474452555,0.3796151846073843,0.3624544981799272,0.45085803432137284,0.5229226361031519,0.5023423423423423,0.5616194331983806
"k: 20, clustering: kmeans,  embedding: BERT",3722,28839,1416,216.8345864661654,20,2,0.708960584129626,0.8856914713921563,10.84172932330827,0.8353909465020576,0.8303544008353295,0.8415944966525398,0.6669411987577212,0.6816032761937739,0.6897697041777932,0.886604774535809,0.7723618090452261,0.8471232876712329,0.34763390535621425,0.3996359854394176,0.40197607904316174,0.49943967127381395,0.5267306374228924,0.545230118144948
"k: 20, clustering: kmeans,  embedding: word2vec",2774,29787,1416,161.8858695652174,20,2,0.7107990542374669,0.9148060563250514,8.09429347826087,0.8374178490264725,0.8302929795467109,0.841041705054972,0.6818273116931916,0.6836283777044688,0.7060201032890532,0.8373663477771525,0.7658321060382917,0.7853901996370236,0.3868954758190328,0.40561622464898595,0.4500780031201248,0.5292548461675263,0.5303416624171342,0.5722314049586777
"k: 20, clustering: kmeans,  embedding: average_word_embeddings_glove.6B.300d",2834,29727,1416,175.89940828402368,20,2,0.7140117930308666,0.9129633610761341,8.794970414201183,0.8371107425833794,0.8304772434125668,0.8398132792825993,0.6783936061905685,0.685275538886453,0.7000975431055844,0.8491228070175438,0.7625725338491296,0.7933649289099526,0.37753510140405616,0.41003640145605824,0.43525741029641185,0.5226781857451404,0.533310787960771,0.5621222296843519
"k: 20, clustering: kmeans,  embedding: msmarco-bert-base-dot-v5",2846,29715,1416,160.6216216216216,20,2,0.6431273454406005,0.9125948220263506,8.031081081081082,0.8285731834653891,0.8267919660954487,0.834653891038634,0.6458657091760148,0.6518833346820001,0.6572096900763847,0.922337870296237,0.8567454798331016,0.939117199391172,0.2995319812792512,0.3203328133125325,0.3208528341133645,0.45220804710500495,0.4663133989401968,0.47829457364341077
"k: 20, clustering: kmeans,  embedding: multi-qa-mpnet-base-dot-v1",1820,30741,1720,206.31543624161074,20,2,0.7116275611444929,0.9441049107828383,10.315771812080538,0.8347153123272526,0.8285731834653891,0.8384005896443707,0.6802377040799364,0.672624950836393,0.6938747634344457,0.8164383561643835,0.7859078590785907,0.8014888337468983,0.3874154966198648,0.37701508060322414,0.4199167966718669,0.5254805149003703,0.509576524336672,0.5511004947961099
"k: 20, clustering: kmeans,  embedding: text-embedding-3-large",2200,30361,1427,189.75625,20,2,0.7128302129454924,0.9324345075396947,9.4878125,0.835820895522388,0.8306615072784227,0.8401203857256925,0.6795247298432348,0.6825226905336768,0.7045190058507045,0.8304225352112676,0.7721139430284858,0.7826284674852205,0.3832553302132085,0.4017160686427457,0.44747789911596464,0.5244618395303327,0.5284761416110827,0.5693961952026468
"k: 20, clustering: kmeans,  embedding: text-embedding-3-small",3200,29361,1416,173.7337278106509,20,2,0.7097802235229435,0.9017229200577378,8.686686390532545,0.8372335851606166,0.8310914562987531,0.837847798046803,0.6839515872552875,0.6811878241112758,0.6973741145061967,0.826775956284153,0.7798774259448417,0.785781990521327,0.39339573582943316,0.3970358814352574,0.43109724388975557,0.5331219168428472,0.5261888352860097,0.5567494963062458
"k: 20, clustering: kmeans,  embedding: mistral-embed",2391,30170,1416,167.61111111111111,20,2,0.7127389238758148,0.926568594330641,8.380555555555556,0.8364351084085744,0.8296787666605245,0.8391376451077943,0.678400286795549,0.6816099567987545,0.7025287187603305,0.8417099942229925,0.7667826951765291,0.7807780320366132,0.37883515340613627,0.40093603744149764,0.44357774310972437,0.5225031378877533,0.5265494280348301,0.5657436577681976
"k: 20, clustering: kmeans,  embedding: jinaai-jina-embeddings-v2-base-en",2104,30457,1416,154.60406091370558,20,2,0.7105974543345264,0.9353828199379626,7.730203045685279,0.8369264787175235,0.8305386647011854,0.8409188624777347,0.6795301245101674,0.6815443112296264,0.7003723261113799,0.8420448018380241,0.7740796772566818,0.8016330451488953,0.38117524700988037,0.39911596463858556,0.4339573582943318,0.5247896903526043,0.526676960027449,0.5630904183535763
"k: 20, clustering: kmeans,  embedding: fasttext",3621,28940,2206,183.16455696202533,20,2,0.7095682364168887,0.8887933417278339,9.158227848101266,0.8369264787175235,0.8299244518149991,0.8391376451077943,0.6814158428822075,0.6819503853736779,0.7023491265344219,0.8339876612450925,0.7677772252610642,0.781292984869326,0.38663546541861676,0.4014560582423297,0.44305772230889234,0.5283354059335583,0.5272323715212567,0.5654554504728722
"k: 20, clustering: kmeans,  embedding: average_word_embeddings_komninos",2167,30394,1416,157.4818652849741,20,2,0.7116426487683973,0.9334479899265993,7.874093264248705,0.8344082058841594,0.8286346047540077,0.8381549044898962,0.6708774551223303,0.6776937422490867,0.690032286454305,0.8536285362853628,0.7699386503067485,0.8125967991739804,0.3608944357774311,0.3915756630265211,0.4092563702548102,0.5073099415204678,0.5191313340227508,0.5443541414490749
"k: 20, clustering: kmeans,  embedding: average_word_embeddings_levy_dependency",2647,29914,1445,179.125748502994,20,2,0.6584074346459852,0.91870642793526,8.9562874251497,0.8339168355752103,0.8293716602174314,0.8404889134574043,0.6802537626233637,0.6725190961800114,0.7022459692115067,0.8086486486486486,0.7937293729372937,0.7922321010762752,0.3889755590223609,0.375195007800312,0.44019760790431617,0.5252808988764045,0.5095338983050848,0.565936820992813
"k: 20, clustering: kmeans,  embedding: average_word_embeddings_glove.840B.300d",3001,29560,1416,172.8654970760234,20,2,0.7114810876989497,0.9078345259666473,8.64327485380117,0.8368650574289048,0.8298016092377618,0.8390762238191757,0.6799388959876851,0.682049559425079,0.6974599273476367,0.8396118721461188,0.7664848785324739,0.7955641272902604,0.3824752990119605,0.40197607904316174,0.4290171606864275,0.5255448374419436,0.5273750639604298,0.5574324324324323
"k: 20, clustering: agglomerative,  embedding: BERT",3826,28735,1416,216.05263157894737,20,2,0.7081143785163273,0.8824974662940327,10.802631578947368,0.8350224187703458,0.8304772434125668,0.8411031263435906,0.6658917792176101,0.6819530827071442,0.6961827399513351,0.8877005347593583,0.7723169508525577,0.8174483106404438,0.3452938117524701,0.4004160166406656,0.421476859074363,0.49719206289779116,0.5273972602739726,0.5561845942700292
"k: 20, clustering: agglomerative,  embedding: word2vec",3317,29244,1950,205.94366197183098,20,2,0.6468526241121216,0.8981296643223489,10.29718309859155,0.8348381549044899,0.8243351145507033,0.8395675941281248,0.684718131789204,0.6606015241815945,0.6989489495140722,0.8011452368558043,0.7886416861826698,0.7949330783938815,0.4001560062402496,0.3502340093603744,0.4323972958918357,0.5337263741980233,0.485055815628376,0.5601212529471202
"k: 20, clustering: agglomerative,  embedding: average_word_embeddings_glove.6B.300d",2898,29663,2205,241.16260162601625,20,2,0.47565242146033027,0.9109978194772888,12.058130081300813,0.8267919660954487,0.819175726306738,0.8310914562987531,0.6375159566093138,0.6238198068332866,0.6477836700922801,0.9588550983899821,0.9303435114503816,0.9514003294892917,0.2787311492459698,0.2535101404056162,0.3003120124804992,0.4319097502014504,0.3984470780547609,0.45652173913043476
"k: 20, clustering: agglomerative,  embedding: msmarco-bert-base-dot-v5",3185,29376,1565,212.8695652173913,20,2,0.6411688706490348,0.9021835938699672,10.643478260869566,0.8285731834653891,0.8232295313555679,0.8343467845955408,0.6433514180132948,0.638596081840861,0.6833189057357228,0.942162615255658,0.8865814696485623,0.8015748031496063,0.2922516900676027,0.28861154446177845,0.3970358814352574,0.44612026195673743,0.43546488819144763,0.531038080333855
"k: 20, clustering: agglomerative,  embedding: multi-qa-mpnet-base-dot-v1",2460,30101,1572,224.63432835820896,20,2,0.6412330840220223,0.9244494947943859,11.231716417910448,0.8325655672256004,0.8286960260426264,0.830108715680855,0.6605119789833813,0.6722563884461289,0.6782097797784046,0.8856749311294766,0.7883251500272777,0.7809573361082206,0.3343733749349974,0.37571502860114403,0.39027561102444097,0.4854662136655342,0.5088924106356753,0.5204576976421637
"k: 20, clustering: agglomerative,  embedding: text-embedding-3-large",2354,30207,1464,200.04635761589404,20,2,0.6605800925991611,0.9277049230674733,10.002317880794703,0.8320127756280327,0.827406178981635,0.8349609974817271,0.6737991063671498,0.6565956389763431,0.6815658898973571,0.8147308781869689,0.8398950131233596,0.8137520303194369,0.37389495579823195,0.3328133125325013,0.390795631825273,0.5125646052397077,0.4767225325884543,0.528016862813982
"k: 20, clustering: agglomerative,  embedding: text-embedding-3-small",2425,30136,1602,245.0081300813008,20,2,0.6558733740376959,0.9255244003562544,12.25040650406504,0.8294945027946686,0.823045267489712,0.8368036361402862,0.6463790493718663,0.6374876973366027,0.6860048225813231,0.9342532467532467,0.8913219789132197,0.8147167813658021,0.29927197087883517,0.28575143005720227,0.4001560062402496,0.4533280819220165,0.4327623547942508,0.5367044463818658
"k: 20, clustering: agglomerative,  embedding: mistral-embed",3282,29279,1441,191.36601307189542,20,2,0.7096258876203547,0.8992045698842173,9.568300653594772,0.8354523677906762,0.8228610036238561,0.8381549044898962,0.6661732428283862,0.6360201283805272,0.6880567719693106,0.8918737407656145,0.8988391376451078,0.8198626518753301,0.3452938117524701,0.28185127405096205,0.4035361414456578,0.4978444236176195,0.42913697545526525,0.5408607771388744
"k: 20, clustering: agglomerative,  embedding: jinaai-jina-embeddings-v2-base-en",3241,29320,2461,178.78048780487805,20,2,0.7086565321899565,0.9004637449709776,8.939024390243903,0.8341010994410663,0.8273447576930164,0.8349609974817271,0.6673539535067531,0.6524248086931921,0.6777046570403227,0.867694283879255,0.8611304954640614,0.8290743895513912,0.3512740509620385,0.3208528341133645,0.3796151846073843,0.5000925411808256,0.467512786512597,0.5207775994292848
"k: 20, clustering: agglomerative,  embedding: fasttext",3079,29482,2066,200.5578231292517,20,2,0.645589425475221,0.9054390221430546,10.027891156462585,0.8302315582580923,0.8154904489896198,0.837172163871998,0.6532370824386654,0.6195215432260234,0.6647848061087703,0.8972099853157122,0.8949343339587242,0.9252669039145908,0.31773270930837233,0.24804992199687986,0.3380135205408216,0.46927803379416283,0.38843648208469056,0.4951437821367359
"k: 20, clustering: agglomerative,  embedding: average_word_embeddings_komninos",3192,29369,1431,175.8622754491018,20,2,0.7077352375115322,0.9019686127575934,8.79311377245509,0.834653891038634,0.8293716602174314,0.8362508445427185,0.6772342232651912,0.6795231929904458,0.6973164354800971,0.8278409090909091,0.770516717325228,0.773401297497683,0.37883515340613627,0.3954758190327613,0.4339573582943318,0.5198002140563682,0.522680412371134,0.555962691538974
"k: 20, clustering: agglomerative,  embedding: average_word_embeddings_levy_dependency",2976,29585,1462,204.0344827586207,20,2,0.6624431621558544,0.9086023156536961,10.201724137931034,0.8330569375345495,0.8279589705792028,0.8395061728395061,0.6681969329436628,0.6609085497316153,0.6955862842475098,0.8507462686567164,0.825951341235184,0.8053491827637445,0.35569422776911075,0.34425377015080605,0.42277691107644305,0.5016501650165016,0.4859607267388512,0.5544757033248082
"k: 20, clustering: agglomerative,  embedding: average_word_embeddings_glove.840B.300d",2132,30429,2036,232.2824427480916,20,2,0.4776428707895178,0.9345228954884678,11.61412213740458,0.8259320680547878,0.8197285179043057,0.833302622689024,0.6350673110157217,0.6264265914424273,0.6766190116844722,0.9642201834862385,0.9182736455463728,0.8165548098434005,0.27327093083723347,0.26001040041601664,0.3796151846073843,0.4258508914100486,0.4052684903748733,0.5182818601348954
"k: 25, clustering: kmeans,  embedding: BERT",3655,28906,2021,280.6407766990291,25,2,0.6476473863155473,0.8877491477534474,11.225631067961165,0.8347153123272526,0.8273447576930164,0.8243351145507033,0.6829315874685651,0.6799922153701587,0.7108873474359965,0.8063660477453581,0.7528089887640449,0.6743281471004243,0.3952158086323453,0.40067602704108163,0.4958398335933437,0.5304484383179201,0.5229933819786188,0.5714713814803716
"k: 25, clustering: kmeans,  embedding: word2vec",3233,29328,1416,179.92638036809817,25,2,0.6485706174907065,0.9007094376708332,7.197055214723926,0.8350838400589644,0.8310300350101345,0.8398747005712179,0.6735646579059785,0.6786333238613019,0.6987908104985237,0.8486486486486486,0.7877036258539148,0.797979797979798,0.3673946957878315,0.38975559022360895,0.43135725429017163,0.5127925966249319,0.5214819968690207,0.56
